number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
13,-0.26550858148765444,2026-09-15 18:24:16.811941,2026-09-15 18:24:16.916940,0 days 00:00:00.104999,0.5246266666896944,0.0283917416429444,4,373,0.002038746454799232,0.17500570312452918,0.6475631314618981,COMPLETE
14,-0.22749263481005003,2026-09-15 18:24:16.916940,2026-09-15 18:24:17.059941,0 days 00:00:00.143001,0.947938628519794,0.013068980860066153,6,479,0.02516637726580091,0.010850812571611463,0.8163016720468699,COMPLETE
15,-0.20675307282762856,2026-09-15 18:24:17.059941,2026-09-15 18:24:17.117598,0 days 00:00:00.057657,0.8443311967315477,0.11474888376618357,3,202,0.0037539551271321926,0.3290713126296649,0.6056916981976723,COMPLETE
16,-0.24378458227509828,2026-09-15 18:24:17.117598,2026-09-15 18:24:17.165978,0 days 00:00:00.048380,0.8294126645488765,0.12990262962519816,3,201,0.07507851136568094,0.04716792434803716,0.7144455016343996,COMPLETE
17,-0.2246671265554784,2026-09-15 18:24:17.165978,2026-09-15 18:24:17.209977,0 days 00:00:00.043999,0.8447891602416104,0.26044618695998556,3,163,0.0038293598443264252,0.3287196195198285,0.5471308208137957,COMPLETE
18,-0.2377552363202413,2026-09-15 18:24:17.209977,2026-09-15 18:24:17.267986,0 days 00:00:00.058009,0.6552846876194567,0.10181199591906219,2,259,0.01974202341718723,0.008176270555842474,0.6226464301175213,COMPLETE
19,-0.26041618277059175,2026-09-15 18:24:17.267986,2026-09-15 18:24:17.300985,0 days 00:00:00.032999,0.9444978258770171,0.03564556209163387,5,65,0.10575677956128486,0.093962050432737,0.8752659452196612,COMPLETE
20,-0.2496195541925348,2026-09-15 18:24:17.300985,2026-09-15 18:24:17.370610,0 days 00:00:00.069625,0.772846326446708,0.017419619691353024,3,259,0.0013644733338966015,0.571807732137952,0.9959473575103286,COMPLETE
21,-0.22030960743862868,2026-09-15 18:24:17.370610,2026-09-15 18:24:17.481604,0 days 00:00:00.110994,0.8768605123316984,0.0900836771997668,7,349,0.004759829289792145,7.528689603256085,0.5846022819690189,COMPLETE
22,-0.22033218514090855,2026-09-15 18:24:17.481604,2026-09-15 18:24:17.563604,0 days 00:00:00.082000,0.9516398803714226,0.18234947706077806,4,414,0.0027474396158968283,0.11141302815542448,0.5940418604039234,COMPLETE
23,-0.21069156010099532,2026-09-15 18:24:17.563604,2026-09-15 18:24:17.647603,0 days 00:00:00.083999,0.8596564532215265,0.04647585822913566,5,274,0.012749333064639814,0.6799903738774339,0.533857565099679,COMPLETE
24,-0.2297350422435485,2026-09-15 18:24:17.647603,2026-09-15 18:24:17.734604,0 days 00:00:00.087001,0.7985898576704344,0.041886162297104346,5,303,0.013315712964960579,0.5828072940358014,0.5167721858018424,COMPLETE
25,-0.23851539523950774,2026-09-15 18:24:17.734604,2026-09-15 18:24:17.784604,0 days 00:00:00.050000,0.7245254560976246,0.030463037994524475,3,165,0.04243817663388838,0.07219646171260494,0.5422358921946512,COMPLETE
26,-0.2137123329776227,2026-09-15 18:24:17.784604,2026-09-15 18:24:17.840604,0 days 00:00:00.056000,0.8506818406550279,0.0462805243776681,2,233,0.009754306058885122,0.01594816061923116,0.6923590380657076,COMPLETE
27,-0.2638777824769555,2026-09-15 18:24:17.840604,2026-09-15 18:24:17.885604,0 days 00:00:00.045000,0.940808251434063,0.01948602402752626,4,140,0.16909734482413846,0.4391505506629313,0.730038718364316,COMPLETE
28,-0.24006723388128,2026-09-15 18:24:17.885604,2026-09-15 18:24:17.950603,0 days 00:00:00.064999,0.8077450796717757,0.11389612599717402,5,229,0.023483845690991347,0.1514734086089038,0.6346747978015501,COMPLETE
29,-0.264523015628231,2026-09-15 18:24:17.950603,2026-09-15 18:24:18.034603,0 days 00:00:00.084000,0.9737880443334267,0.07453472863105065,7,425,1.2049619537782896,0.25577543925506074,0.5543655150710542,COMPLETE
30,-0.2413311088162752,2026-09-15 18:24:18.034603,2026-09-15 18:24:18.110604,0 days 00:00:00.076001,0.7402736283364774,0.014932073827520908,3,290,0.007663096265013887,0.8085997167518129,0.5023576327106907,COMPLETE
31,-0.20947918737252644,2026-09-15 18:24:18.110604,2026-09-15 18:24:18.172437,0 days 00:00:00.061833,0.864747156478338,0.05153762074014012,2,237,0.010663237472932357,0.012169797825828615,0.7046484614054696,COMPLETE
32,-0.22699325513443655,2026-09-15 18:24:18.172437,2026-09-15 18:24:18.227534,0 days 00:00:00.055097,0.8688234272000211,0.05919726390654423,2,248,0.03903908571729744,0.003826500678125195,0.7662761136339256,COMPLETE
33,-0.22799031838957096,2026-09-15 18:24:18.227534,2026-09-15 18:24:18.270534,0 days 00:00:00.043000,0.7956816759229792,0.03028171521112428,2,178,0.006288134081838761,0.0010993525233001812,0.653886056355072,COMPLETE
34,-0.20898854002734488,2026-09-15 18:24:18.270534,2026-09-15 18:24:18.349933,0 days 00:00:00.079399,0.9084667689421903,0.04956658161990041,4,276,0.002592344074236346,1.3105980351080198,0.6110724830761405,COMPLETE
35,-0.21360212848599278,2026-09-15 18:24:18.349933,2026-09-15 18:24:18.430924,0 days 00:00:00.080991,0.9038205329914021,0.0500353475684447,4,318,0.0020047965480966996,1.4646171263424035,0.6112090428064169,COMPLETE
36,-0.21755538458753912,2026-09-15 18:24:18.430924,2026-09-15 18:24:18.507925,0 days 00:00:00.077001,0.9247784951054787,0.06082090359175968,4,279,0.00334154291074739,1.5988352126767722,0.6991954272402015,COMPLETE
37,-0.21121966578841786,2026-09-15 18:24:18.507925,2026-09-15 18:24:18.567553,0 days 00:00:00.059628,0.8591827152870694,0.1773952061119375,4,234,0.013299227546315252,0.7627655668409786,0.6709102796788288,COMPLETE
38,-0.2790143776122446,2026-09-15 18:24:18.567553,2026-09-15 18:24:18.641545,0 days 00:00:00.073992,0.8238263887446534,0.0902844627178521,6,378,0.7842371913899259,0.36080753453969583,0.6129621527548884,COMPLETE
39,-0.20819209637689937,2026-09-15 18:24:18.641545,2026-09-15 18:24:18.690547,0 days 00:00:00.049002,0.8869016667808907,0.03711186492115782,2,187,0.001796080951192924,0.0046158065224844985,0.5783713605671966,COMPLETE
40,-0.21487813910310627,2026-09-15 18:24:18.690547,2026-09-15 18:24:18.721545,0 days 00:00:00.030998,0.8925714240517567,0.03621615937550147,2,108,0.0018190437991639037,0.007528218857601918,0.5797537670374852,COMPLETE
41,-0.2078441540804584,2026-09-15 18:24:18.721545,2026-09-15 18:24:18.768552,0 days 00:00:00.047007,0.9221796775354577,0.04358534024840031,2,195,0.002671666029931429,0.0025070295546728086,0.5653645983600818,COMPLETE
42,-0.20833915421192448,2026-09-15 18:24:18.768552,2026-09-15 18:24:18.815552,0 days 00:00:00.047000,0.9202978554173425,0.038579557258608954,2,189,0.001128639326629076,0.0032856906719815745,0.5666408646076606,COMPLETE
43,-0.2123806876684787,2026-09-15 18:24:18.815552,2026-09-15 18:24:18.863550,0 days 00:00:00.047998,0.9162452184860901,0.03600940142166023,2,184,0.0011071273480148052,0.0023831291649783195,0.5702614397380674,COMPLETE
44,-0.2172474313553879,2026-09-15 18:24:18.863550,2026-09-15 18:24:18.906543,0 days 00:00:00.042993,0.95967873831064,0.023965052772650222,3,144,0.0025975863092458007,0.0043127900647955955,0.6067317568328836,COMPLETE
45,-0.2100326731759888,2026-09-15 18:24:18.906543,2026-09-15 18:24:18.953552,0 days 00:00:00.047009,0.8913130505145767,0.040878928961159765,2,209,0.001303312822833329,0.0015828569678798371,0.5576782512928922,COMPLETE
46,-0.20704893462017385,2026-09-15 18:24:18.953552,2026-09-15 18:24:19.000552,0 days 00:00:00.047000,0.932693065053474,0.0678587048232902,3,139,0.0055934318461283465,0.020626536482256933,0.6373377188899598,COMPLETE
47,-0.2052620356761582,2026-09-15 18:24:19.000552,2026-09-15 18:24:19.031553,0 days 00:00:00.031001,0.9768855278044967,0.06873972047990198,3,81,0.00587557909001254,0.004453355753838511,0.6417836122500052,COMPLETE
48,-0.20963414650122889,2026-09-15 18:24:19.031553,2026-09-15 18:24:19.062550,0 days 00:00:00.030997,0.9703901212667432,0.06754642436689214,3,85,0.006150009780244653,0.017536646426071518,0.6423926462692283,COMPLETE
49,-0.20980117058713157,2026-09-15 18:24:19.062550,2026-09-15 18:24:19.083544,0 days 00:00:00.020994,0.9863145958146657,0.08661840469030366,3,55,0.00420392469362518,0.006089084698749804,0.6490237350421646,COMPLETE
50,-0.22098814222118324,2026-09-15 18:24:19.083544,2026-09-15 18:24:19.116545,0 days 00:00:00.033001,0.9276652486987996,0.11604643581605997,3,120,0.00559308198863733,0.025966969675909987,0.6783497780968342,COMPLETE
51,-0.211468344868143,2026-09-15 18:24:19.116545,2026-09-15 18:24:19.148545,0 days 00:00:00.032000,0.9334549286632163,0.06924795465539199,2,143,0.0016391549862376828,0.0027500523654063677,0.5735021386952263,COMPLETE
52,-0.19279159192035097,2026-09-15 18:24:19.148545,2026-09-15 18:24:19.172211,0 days 00:00:00.023666,0.9699220215572215,0.1506922396252795,2,89,0.002675866537214595,0.004890732875260329,0.6289648118302592,COMPLETE
53,-0.22463466154678846,2026-09-15 18:24:19.172211,2026-09-15 18:24:19.200212,0 days 00:00:00.028001,0.9712110955961937,0.10567769298626874,3,84,0.0027846625616647458,0.005175759686535677,0.6630497372595854,COMPLETE
54,-0.19395601214416766,2026-09-15 18:24:19.200212,2026-09-15 18:24:19.227220,0 days 00:00:00.027008,0.9967376655925135,0.15383860775956643,2,96,0.007857460232939817,0.0018280866891644243,0.626368822548248,COMPLETE
55,-0.19248611416923564,2026-09-15 18:24:19.227220,2026-09-15 18:24:19.251217,0 days 00:00:00.023997,0.9972439654578236,0.15811831492615014,2,86,0.004129351054002083,0.0022346477306203214,0.6281066388971617,COMPLETE
56,-0.20915319250807782,2026-09-15 18:24:19.251217,2026-09-15 18:24:19.279217,0 days 00:00:00.028000,0.9947988999290505,0.17198664046419349,3,85,0.016581385410938718,0.0016749239185949118,0.6340560055772577,COMPLETE
57,-0.21919642310952803,2026-09-15 18:24:19.279217,2026-09-15 18:24:19.304905,0 days 00:00:00.025688,0.9991701461264189,0.1534977013851982,2,102,0.008627559056660189,0.0012692979516116937,0.740211754895526,COMPLETE
58,-0.21092855420202816,2026-09-15 18:24:19.304905,2026-09-15 18:24:19.330461,0 days 00:00:00.025556,0.9597326824879352,0.2025801466710006,3,71,0.004220251325257859,0.001857756239022666,0.6231676747052518,COMPLETE
59,-0.21668807187787087,2026-09-15 18:24:19.330461,2026-09-15 18:24:19.357765,0 days 00:00:00.027304,0.9762200769134461,0.28574331782885287,2,124,0.06415606111861902,0.00869404349426498,0.6832049496570687,COMPLETE
60,-0.5820658814581444,2026-09-15 18:24:19.357765,2026-09-15 18:24:19.377774,0 days 00:00:00.020009,0.600362261323519,0.12647255530749255,3,55,5.640227238895302,0.042501027050632786,0.5975339407632524,COMPLETE
61,-0.2167211933095655,2026-09-15 18:24:19.377774,2026-09-15 18:24:19.412767,0 days 00:00:00.034993,0.9559801734384455,0.22712655995801387,2,118,0.0035146432890003467,0.002236463919150583,0.6570006250538094,COMPLETE
62,-0.19225340133077204,2026-09-15 18:24:19.412767,2026-09-15 18:24:19.439775,0 days 00:00:00.027008,0.9415604405570481,0.14952528299076318,2,76,0.0053230092456174796,0.0031314047598629564,0.6282008602035627,COMPLETE
63,-0.1940992063151733,2026-09-15 18:24:19.439775,2026-09-15 18:24:19.466775,0 days 00:00:00.027000,0.9456984745633006,0.15225408609397856,2,74,0.007173268499444309,0.006429840512182031,0.6270718960925186,COMPLETE
64,-0.19999727072002702,2026-09-15 18:24:19.466775,2026-09-15 18:24:19.490765,0 days 00:00:00.023990,0.9795589419971773,0.14887841522499773,2,71,0.008929403678557697,0.0032348892420476887,0.6239921712179487,COMPLETE
65,-0.19392170088051375,2026-09-15 18:24:19.490765,2026-09-15 18:24:19.512774,0 days 00:00:00.022009,0.9808231753057197,0.15038149509669652,2,75,0.008293917359554278,0.00652769126849808,0.6257324070882687,COMPLETE
66,-0.20508384822234518,2026-09-15 18:24:19.512774,2026-09-15 18:24:19.538771,0 days 00:00:00.025997,0.9482670792591674,0.1495369900234945,2,99,0.017768056879116513,0.011723168211303845,0.5942421245709841,COMPLETE
67,-0.24504311675085733,2026-09-15 18:24:19.538771,2026-09-15 18:24:19.559774,0 days 00:00:00.021003,0.9998255252146258,0.21126560948027132,2,50,0.030538662630635652,0.0032473774602883266,0.845074758668361,COMPLETE
68,-0.19345302649493887,2026-09-15 18:24:19.559774,2026-09-15 18:24:19.580771,0 days 00:00:00.020997,0.9826787789826086,0.141525852480383,2,70,0.00924056408341031,0.006014869628931257,0.6215129098308912,COMPLETE
69,-0.20983960082477304,2026-09-15 18:24:19.580771,2026-09-15 18:24:19.601766,0 days 00:00:00.020995,0.9636090497808615,0.13004777413211058,2,66,0.010736078688309161,0.0055484838846300176,0.663566187510902,COMPLETE
70,-0.21332490639678747,2026-09-15 18:24:19.601766,2026-09-15 18:24:19.629765,0 days 00:00:00.027999,0.9434647229960569,0.16453552840606073,2,94,0.007226999099338905,0.007697424604135089,0.7135692063949818,COMPLETE
71,-0.2020968369088624,2026-09-15 18:24:19.629765,2026-09-15 18:24:19.654771,0 days 00:00:00.025006,0.9894451023435245,0.19707655540617902,2,72,0.008640859390977354,0.0010504972761170796,0.618850050261875,COMPLETE
72,-0.21687050687691944,2026-09-15 18:24:19.654771,2026-09-15 18:24:19.685774,0 days 00:00:00.031003,0.9759151686536784,0.2441741121230042,2,113,0.016513728177435398,0.0033554395514421064,0.6235508550807297,COMPLETE
73,-0.21616850440313437,2026-09-15 18:24:19.685774,2026-09-15 18:24:19.708773,0 days 00:00:00.022999,0.985247399501447,0.13865178836695055,2,73,0.004705010127092242,0.0014634820652446674,0.6883445837695424,COMPLETE
74,-0.20132013314725206,2026-09-15 18:24:19.708773,2026-09-15 18:24:19.732766,0 days 00:00:00.023993,0.9530546681978497,0.1556609460525825,2,95,0.0237185351711739,0.010108173601459988,0.630997863720572,COMPLETE
75,-0.21976839695669514,2026-09-15 18:24:19.732766,2026-09-15 18:24:19.763771,0 days 00:00:00.031005,0.9837419191827143,0.1864838902346478,2,130,0.01181409828054721,0.006122042841764323,0.5924592832420073,COMPLETE
76,-0.22960994820873892,2026-09-15 18:24:19.763771,2026-09-15 18:24:19.783766,0 days 00:00:00.019995,0.6913881981424819,0.1394155491758721,2,60,0.009138978678068238,0.013954729205727134,0.6728353175063083,COMPLETE
77,-0.20723434412674244,2026-09-15 18:24:19.783766,2026-09-15 18:24:19.818773,0 days 00:00:00.035007,0.9398097039676279,0.09823870657725696,2,164,0.0033957305022608744,0.0021572908136567566,0.540999844067548,COMPLETE
78,-0.2204107616361998,2026-09-15 18:24:19.818773,2026-09-15 18:24:19.849772,0 days 00:00:00.030999,0.9656749913420145,0.1215137376681011,2,92,0.21474167593912727,0.0027710648403260693,0.6551473288547167,COMPLETE
79,-0.22339399927644485,2026-09-15 18:24:19.849772,2026-09-15 18:24:19.880768,0 days 00:00:00.030996,0.9105901300327336,0.16481992847963137,2,108,0.007583316318403541,0.006565337152492687,0.9224315814812339,COMPLETE
80,-0.22062049525771157,2026-09-15 18:24:19.880768,2026-09-15 18:24:19.908767,0 days 00:00:00.027999,0.9997082671030674,0.1075872072105948,2,77,0.03077176445546452,0.003601609742834477,0.9698180907130821,COMPLETE
81,-0.19828943556376263,2026-09-15 18:24:19.908767,2026-09-15 18:24:19.933772,0 days 00:00:00.025005,0.9517843965006693,0.1574068624704884,2,94,0.024982483180707334,0.00960709344709351,0.6299757303739264,COMPLETE
82,-0.20435223934194355,2026-09-15 18:24:19.933772,2026-09-15 18:24:19.956185,0 days 00:00:00.022413,0.9616849475110516,0.1369327329264788,2,67,0.013864854529450308,0.0019750237750260427,0.6067827845143142,COMPLETE
83,-0.2126793992662167,2026-09-15 18:24:19.956185,2026-09-15 18:24:19.986942,0 days 00:00:00.030757,0.9845500256205297,0.22057172035518183,2,131,0.00495912332683958,0.004273566041885296,0.6230310230169268,COMPLETE
84,-0.21800641880719152,2026-09-15 18:24:19.986942,2026-09-15 18:24:20.017951,0 days 00:00:00.031009,0.9457156562403066,0.14967905707733803,2,109,0.006895764555344726,0.010002667827709796,0.7778249277767287,COMPLETE
85,-0.27006971275424624,2026-09-15 18:24:20.017951,2026-09-15 18:24:20.046952,0 days 00:00:00.029001,0.771992000579425,0.17924993782075363,2,90,0.0022195677986515455,0.001279893676034349,0.5982429075106779,COMPLETE
86,-0.20872239175284643,2026-09-15 18:24:20.046952,2026-09-15 18:24:20.070948,0 days 00:00:00.023996,0.9357122306544472,0.12320898197796798,2,63,0.019983510779653598,0.0029536913024766926,0.5833218574440664,COMPLETE
87,-0.201170852033266,2026-09-15 18:24:20.070948,2026-09-15 18:24:20.113948,0 days 00:00:00.043000,0.9778340861462583,0.19383828442323578,3,150,0.010566121484411928,0.008592342096621805,0.6405444215287444,COMPLETE
88,-0.2123700015829443,2026-09-15 18:24:20.114951,2026-09-15 18:24:20.144948,0 days 00:00:00.029997,0.9041921539745363,0.15455185072862807,8,78,0.12413186348804203,0.005491382298430441,0.6526206021450149,COMPLETE
89,-0.26033388931576606,2026-09-15 18:24:20.144948,2026-09-15 18:24:20.178666,0 days 00:00:00.033718,0.5103341397427306,0.16802024580549516,7,103,0.051215514743332115,0.004000674328433183,0.612950277936827,COMPLETE
90,-0.21261780916550488,2026-09-15 18:24:20.178666,2026-09-15 18:24:20.213661,0 days 00:00:00.034995,0.9687017113638673,0.24397381477604638,2,154,0.014327285839894517,0.0213429558633756,0.6276263500996092,COMPLETE
91,-0.206893813698814,2026-09-15 18:24:20.213661,2026-09-15 18:24:20.236666,0 days 00:00:00.023005,0.9812328104743645,0.19004638122877301,3,62,0.009493153865873521,0.007819625184977615,0.641680324765079,COMPLETE
92,-0.2126497896341301,2026-09-15 18:24:20.236666,2026-09-15 18:24:20.262668,0 days 00:00:00.026002,0.9543792848961141,0.14099358203888204,2,83,0.010706376409699457,0.006891917141516848,0.6680500159498658,COMPLETE
93,-0.2068456502420882,2026-09-15 18:24:20.262668,2026-09-15 18:24:20.294660,0 days 00:00:00.031992,0.9890418978038759,0.11368905365610266,2,117,0.0030413199806141747,0.008929067265577588,0.6466725688895638,COMPLETE
94,-0.20433490665032883,2026-09-15 18:24:20.294660,2026-09-15 18:24:20.319665,0 days 00:00:00.025005,0.9743767945984538,0.20292847640182807,3,53,0.005368157549436613,0.015516702332944065,0.6020513138411847,COMPLETE
95,-0.22401521196874677,2026-09-15 18:24:20.319665,2026-09-15 18:24:20.353337,0 days 00:00:00.033672,0.9243265620456225,0.2834376708008162,2,100,0.007509109435599473,0.005207515050924795,0.6366740057359878,COMPLETE
96,-0.2519510179140741,2026-09-15 18:24:20.353337,2026-09-15 18:24:20.396341,0 days 00:00:00.043004,0.5753188930528644,0.13224597599949942,2,152,0.002265701247735515,0.013436896768241184,0.5865787403888191,COMPLETE
97,-0.21236791936816016,2026-09-15 18:24:20.396341,2026-09-15 18:24:20.424342,0 days 00:00:00.028001,0.9622733065812151,0.17276662975963564,2,75,0.004604271209171049,0.002660735222753371,0.6976791567374409,COMPLETE
98,-0.21671842008457562,2026-09-15 18:24:20.424342,2026-09-15 18:24:20.459342,0 days 00:00:00.035000,0.9497428173457263,0.1614427703698828,3,127,0.004062398014173449,0.004678402527637929,0.6166749556135497,COMPLETE
99,-0.2034689552766046,2026-09-15 18:24:20.459342,2026-09-15 18:24:20.484342,0 days 00:00:00.025000,0.9899320601917034,0.14628540222004047,2,88,0.0062158756594129705,0.06200113720684919,0.6322743558502381,COMPLETE
